,comments,sentiments,clean_comments
2024,More History and continue the story please.,1,history continue story please
2025,Jai Nepal️,1,jai nepal
2026,Your Team Deserves a lot ️️️️,1,team deserve lot
2027,Wish to see more videos like this.,1,wish see video like
2028,"Can you please continue what happened next
 I myself and all your subscribers would be really happy to see more.",0,please continue happen next subscriber would really happy see
2029,"We need more historical contain 
",1,need historical contain
2030,"Nepalese can watch this series instead of nepali films.
Thrill, emotions, dare of real heros and insight.️",1,nepalese watch series instead nepali film thrill emotion dare real hero insight
2031,Appreciate it bro. Excellent job. Thank you,1,appreciate bro excellent job thank
2032,"Salute xa hamro Sahid haaru KO laagi RW sabai tyo Sahid haaru lai
Tapai KO video here dai ma Pani hajur KO pariwar KO hisaa Bayee  dai️",1,salute xa hamro sahid haaru ko laagi rw sabai tyo sahid haaru lai tapai ko video dai pani hajur ko pariwar ko hisaa bayee dai
2033,"Amazing eplaination daii . hope you make such videos on inernational facts as well so we can gain moree knowledge worldwide like terroist osama bin ladin , world warr or any other intresting topics",1,amaze eplaination daii hope make videos inernational fact well gain moree knowledge worldwide like terroist osama bin ladin world warr intresting topic
2034,This is a great content. Thank you,1,great content thank
2035,Quality content!,1,quality content
2036,Really appreciate your effort️ #TNC,1,really appreciate effort tnc
2037,7:49 salute 🫡 goosebumps,1,749 salute goosebump
2038,Your content are so nice and informative dai,1,content nice informative dai
2039,"Goosebumps
One thing, It is Bhoto Jatra, not Bhotey Jatra.
Anyways great content ",1,goosebump one thing bhoto jatra bhotey jatra anyways great content
2040,Great video. Is there any way to contribute/support your work?,1,great video way contributesupport work
2041,We Also Want the Story Of Lakhan Thapa,1,also want story lakhan thapa
2042,"History has been so interesting, thank you",1,history interesting thank
2043,Wish a film would have been made on this,1,wish film would make
2044,"Please continue this history हामिलाई हाम्रो भुतकालमा भएको सबै घटना हरु जान्न्छ,, राणा शासन र राजा शासन को बारेमा नि जानकारी दिन पर्यो सुरु देखि अन्त्य सम्म को",1,please continue history
2045,I wish this video was there when I studied Social Studies in my school. Great research and content! Waiting for more.,1,wish video study social study school great research content wait
2046,"Yo Part herna etti parkhina tara Title ma ""Last Part"" dekhesi naramro lago ajai part aaucha bhanne aasa ma thiye  Hats Off To Our Martyrs",1,yo part herna etti parkhina tara title last part dekhesi naramro lago ajai part aaucha bhanne aasa thiye hat martyr
2047,Thank you for putting story behind what was just Names and Photos for me.,1,thank put story behind name photo
2048,"It will be a great segue to talk about the revolution afterwards and how in 2007 rana regime was abolished.  Back in school, the information was minimal.",0,great segue talk revolution afterwards 2007 rana regime abolish back school information minimal
2049,After watching 2 videos you made me to press subscribe button.  All the best,1,watch 2 video make press subscribe button best
2050,Great explanation with great quality,1,great explanation great quality
2051,Great work,1,great work
2052,Hami ta goli khayera marne ho was epic hatsoff to our heros and awesome series brother!,1,hami ta goli khayera marne ho epic hatsoff hero awesome series brother
2053,We would be living like North Korean if there were not these Martyrs  They should be remembered every time,1,would live like north korean martyr remember every time
2054,Made me emotional bro!,1,make emotional bro
2055,you did brilliant job,1,brilliant job
2056,next part fast plz ️,0,next part fast plz
2057,One of the best eye opening video series with a lot of in depth research. It's the reason why I have subscribed this channel. Keep up the good work.,1,one best eye open video series lot depth research reason subscribe channel keep good work
2058,Thank you so much bringing up history,1,thank much bringing history
2059,Heartfelt condolences to our great martyr ...jai nepal ama ..Yo saput ko sadhai naam chamkirahoss,0,heartfelt condolence great martyr jai nepal ama yo saput ko sadhai naam chamkirahoss
2060,"now combining all 3 parts, you should upload a single video.",0,combine 3 part upload single video
2061,"@the nepali comment ,please upload one series on the end of Rana regime ",1,nepali comment please upload one series end rana regime
2062,Thank you for this gift on occasion of this day,1,thank gift occasion day
2063,Continue the series.........keen to look forward,1,continue serieskeen look forward
2064,Nice job bro keep it up,1,nice job bro keep
2065,Rest in peace Sabailai ,0,rest peace sabailai
2066,Please make a video of of how tribhuwan fled to india and the events in indian embassy ktm vs ranas. Bir Sahid Salam!,0,please make video tribhuwan flee india event indian embassy ktm v rana bir sahid salam
2067,It was great knowledge keep going*,1,great knowledge keep go
2068,YOU'RE JUST SUPERB,1,youre superb
2069,Please make a video on Rabi lamichanne case ️,1,please make video rabi lamichanne case
2070,Juddha Rana should be taught as he was ! Not like a brave guy in our education system ,1,juddha rana taught like brave guy education system
2071,"Please continue the series tru history...collapse of rana,prajantantra, maoist janaandolan, ganatantra,loktqntra till now political state of nepal",1,please continue series tru historycollapse ranaprajantantra maoist janaandolan ganatantraloktqntra till political state nepal
2072,"Our freedom was bought with a hefty price, now I can only imagine how much.",1,freedom buy hefty price imagine much
2073,"It would be such a shame for these Martyrs to see the current Nepal where most of the youth are moving abroad for employment, corruption at its peak, political parties working only for their own benefit and people being indifferent to the government more now than ever. What has their sacrifice led to?",0,would shame martyrs see current nepal youth move abroad employment corruption peak political party work benefit people indifferent government ever sacrifice lead
2074,Please continue this series plz.,1,please continue series plz
2075,Nobody noticed the mistake he has done in this video... Overall i like the animation..,0,nobody notice mistake do video overall like animation
2076,Thankyou man for information and inspiration,1,thankyou man information inspiration
2077,we want next part ,1,want next part
2078,Hope someone makes a movie on it.,1,hope someone make movie
2079,Salute ,1,salute
2080,Keep going ️,1,keep go
2081,Love your videos brother,1,love video brother
2082,Can you make a video on how Nepal became independent from Rana rule,0,make video nepal become independent rana rule
2083,Continuity of the series is in demand ........plz,1,continuity series demand plz
2084,Your research is extraordinary this channel must be the biggest youtube channel of nepal. everybody please susbcribe and never miss any vidoes.,1,research extraordinary channel must big youtube channel nepal everybody please susbcribe never miss vidoes
2085,Jai Shahid!! ,1,jai shahid
2086,one video on the hinderberg report plz..why this report is so powerful..,1,one video hinderberg report plzwhy report powerful
2087,hats of sir...,1,hat sir
2088,Best content creator of Nepal,1,best content creator nepal
2089,"Consistent nepali comment
Hats off bro",1,consistent nepali comment hat bro
2090,Hello sir plz we want next part how rana regime ended,0,hello sir plz want next part rana regime end
2091,i appreciate u bro !!!,1,appreciate u bro
2092,"Ending Ali fast vayo jasto lagyo. 
Anyway Hats off ",0,end ali fast vayo jasto lagyo anyway hat
2093,great  martyrs heroes plus video making person,1,great martyr hero plus video making person
2094,This is premium content.,1,premium content
2095,यस्तै ऐतिहासिक घटनाहरुको बारेमा भिडियो बनाईरहनु होला। Big fan,1,big fan
2096,Sahid word afaima legend chha️,1,sahid word afaima legend chha
2097,Sahid diwas ko subhakamana ,1,sahid diwas ko subhakamana
2098,Worth Watching.,1,worth watch
2099,please make more videos on this series of Nepal Transformation,1,please make videos series nepal transformation
2100,you are good speaker ️,1,good speaker
2101,"मैले हजुरको च्यानलबाट धेरै कुरा सिक्न बुझ्न पाएँ। सधैं यस्तै कन्टेन्ट राखिरहनुस्।
Much Love !️",1,much love
2102,Babaal mini documentary.... Keep it up,1,babaal mini documentary keep
2103,Good work,1,good work
2104,Always ️️️,1,always
2105,Please make video on education system in nepal,1,please make video education system nepal
2106,Awesome..... Dai hjr ko vdos ekdamai informative xa....thank you so much dai....carry on dai....,1,awesome dai hjr ko vdos ekdamai informative xathank much daicarry dai
2107,"Helllo bro please make video and story of first martyr of nepal   
and his contribution",1,helllo bro please make video story first martyr nepal contribution
2108,"Series continue garnu paryo 
I'm waiting...",1,series continue garnu paryo im wait
2109,"तपाईँको टिमले गरेको मेहेन्तले भावी पुस्ताले सहिदकाे बलिदानलाई स्मरण गर्ने छन् । हामीले पनि यो कुराहरु पडेका त थियौ तर यति विस्तृतमा भिडियो साहित यि कुराहरू जान्न पाउँदा धेरै धेरै धन्यवाद दिन चाहन्छौ 
    The Nepali comment टिमलाई । 
आउँदा समयमा यसपछि के भयो पञ्चायत कसरी आयो भन्ने विषयमा यस्तै रोचक र चख्लाग्दो तरिकाले प्रस्तुत गर्नु हुन्छ भन्ने आशा गरेका छौं।
 ️️️",1,nepali comment
2110,Can u make a video on problem with waste management in Nepal ?,0,u make video problem waste management nepal
2111,No words for maytyrs️,1,word maytyrs
2112,Atii ramro. Ending ma pani ali detail sunna chahanthe rana haruko. Tetro dukha diyesi dukha payeko ni sunna man lagcha,1,atii ramro end pani ali detail sunna chahanthe rana haruko tetro dukha diyesi dukha payeko ni sunna man lagcha
2113,continue this series bro,1,continue series bro
2114,Wow kati deep research with evidence,1,wow kati deep research evidence
2115,Wow,1,wow
2116,Dhanyabad bir sahid ️️,1,dhanyabad bir sahid
2117,Wow finally last part,1,wow finally last part
2118,I always turn off my adblocker and watch the ads on The Nepali Comment channel to support the creators like him.,1,always turn adblocker watch ad nepali comment channel support creator like
2119,We need next part,1,need next part
2120,Aaja hamii Swotantra Hinna pauNuma Sahidko Yogdan rahex️,1,aaja hamii swotantra hinna paunuma sahidko yogdan rahex
2121,Downfall of Ranas should be the next video in future,0,downfall rana next video future
2122,"Bro hijo dekhi wait gardai baseko thiye almost 10 time check garya hola yo video ko lagi last ma aaja na aula bhandai game khelna base and last suna aghi ak patak heram na vandai video vetiyo. 
Great work bro and really good research one of the best video series produced by you. Keep making new videos.",1,bro hijo dekhi wait gardai baseko thiye almost 10 time check garya hola yo video ko lagi last aaja na aula bhandai game khelna base last suna aghi ak patak heram na vandai video vetiyo great work bro really good research one best video series produce keep make new video
2123,How can we get the photos of those pamphlets??,0,get photo pamphlet
2124,Can we get more about 2007 Revolution,0,get 2007 revolution
2125,"Bro yeuta video psc ko bare banaunu nw pls. like information, what job we get etc.etc",1,bro yeuta video psc ko bare banaunu nw pls like information job get etcetc
2126,Finally last chapter ayo.,0,finally last chapter ayo
2127,These videos should be in school curriculum,1,videos school curriculum
2128,Mero Desh Le Mahan 4 Jana Sahid Haru Lai Kaile Na Birseun ️️️,1,mero desh le mahan 4 jana sahid haru lai kaile na birseun
2129,"Dami dami ; sabai herey 
Keeep going mero online dai ️️",1,dami dami sabai herey keeep go mero online dai
2130,Best video in this channel ,1,best video channel
2131,Yesto content tw babal hunxa️,1,yesto content tw babal hunxa
2132,2007 B.S ma Democracy aayo . Rana regime end vayo ani tespaxi political party haru rule garen Tara 2007B.S. - 2017 B.S ma political instability KO barema detailed video banaunu na,0,2007 b democracy aayo rana regime end vayo ani tespaxi political party haru rule garen tara 2007bs 2017 bs political instability ko barema detail video banaunu na
2133,Can you also make video on BP koirala?,1,also make video bp koirala
2134,"For those who are confused why the Ranas were not able to kill Tanka Prasad Acharya, it's because in Hinduism, Brahmin-hatya (killing of Brahmins) is a very big sin. Hence, Ranas being devout hindus themselves, had codified in Muluki Ain that Brahmins can never be given death penalty. The only other people to receive the same treatment was the king.

This rule was changed later by King Mahendra when he repealed the Muluki Ain and codified anti-discrimination laws. However, opponents claim that this rule changed was done because King Mahendra found it very had to control dissent from Brahmin political leaders who couldn't be given death penalty.",0,confuse rana able kill tanka prasad acharya hinduism brahminhatya kill brahmin big sin hence rana devout hindu codify muluki brahmin never give death penalty people receive treatment king rule change later king mahendra repeal muluki codify antidiscrimination law however opponent claim rule change do king mahendra find control dissent brahmin political leader couldnt give death penalty
2135,️️🇳🇵🇳🇵🇳🇵 jay jay nepal  sundar ra shanata bisahl,1,jay jay nepal sundar ra shanata bisahl
2136,goosebumps yr,1,goosebump yr
2137,Why no movies are made on our Martyrs?,1,movie make martyr
2138,Bro dherai ramro lagyo yar please continue ️️️️,1,bro dherai ramro lagyo yar please continue
2139,next: nepali music industry vs india music industry in early days,1,next nepali music industry v india music industry early day
2140,"हाम्रो ईतिहास कुनै hollywood फिल्म भन्दा कम छैन तर न त हामीले त्यसलाई पर्दामा नै राम्रो संग उतार्न सक्यौँ न नै त्यसबाट पाठ सिकेर देश विकास गर्न सक्यौँ। सहिदको सम्म सम्मान नगरी, जस्तो मृत्युलाई पनि सहिदको मृत्युसंग दाज्न थाल्यौँ।",1,hollywood
2141,I am not crying I really am not crying,0,cry really cry
2142,"Brother,  rise of rana regime ko barema ali elaborate video chaiyo",1,brother rise rana regime ko barema ali elaborate video chaiyo
2143,NEXT VIDEO ON TOPIC OF WORLD WAR DIED SOLDERS IF NEPAL.,0,next video topic world war die solder nepal
2144,very informitive bro,1,informitive bro
2145,School college ko social studies is shit. This is awesome ,1,school college ko social study shit awesome
2146,Hotsoff those are heroes.,1,hotsoff hero
2147,Why dont u continue the story ?,0,dont u continue story
2148,"Derai ramro video 
 story telling ni ramro xa tara malai lagxa improve garera ramro banauna sakinxa jasto malai lagyo hoi like presentation, sound quality , animation ra background sound. 
#JayNepal
#THENEPALICOMMENT",1,derai ramro video story tell ni ramro xa tara malai lagxa improve garera ramro banauna sakinxa jasto malai lagyo hoi like presentation sound quality animation ra background sound jaynepal thenepalicomment
2149,Waiting.....,0,wait
2150,"We all know black history and feel that's inhuman (Nepalese living in USA). We voice for it. 
But have you looked back at what Ranas had done and how we Nepalese janjati and their ancestors were treated? 
And details of their inhumanities were wiped out from history and we will never know how inhuman Ranas were. 
Specially Newar haru ko ta sab land nai lutyo.",0,know black history feel thats inhuman nepalese living usa voice look back ranas do nepalese janjati ancestor treat detail inhumanity wipe history never know inhuman rana specially newar haru ko ta sab land nai lutyo
2151,"7:48 ""salute"".",1,748 salute
2152,Bro please make a video on unemployment In Nepal,0,bro please make video unemployment nepal
2153,"And Now some fake shit politicians selling Nepal.
Just got into teared after listening this story.
Tons of salute for these brave gorkhalies.",1,fake shit politician sell nepal get teared listen story ton salute brave gorkhalies
2154,Rana shashan ko aantya kasarii vayo tesko panii detail video banunu na sir...,0,rana shashan ko aantya kasarii vayo tesko panii detail video banunu na sir
2155,What an idea ,1,idea
2156,gangalal shrestha an amazing heroo of the country,1,gangalal shrestha amaze heroo country
2157,All part watch ,1,part watch
2158,wow dashrat chand was a beast,1,wow dashrat chand beast
2159,Make a video on the top of world war for the preparation of SEE?,0,make video top world war preparation see
2160,Some more information about Lakhan Thapa.,1,information lakhan thapa
2161,gangala had the dwag in him,1,gangala dwag
2162,"Dai aba ko next video chai 
2062/63 dekhi aailey samma ko political instability ra kina uni haru le resign garnu pareko barema banaunu paryo hajur le",1,dai aba ko next video chai 206263 dekhi aailey samma ko political instability ra kina uni haru le resign garnu pareko barema banaunu paryo hajur le
2163,How can i get this all information?,1,get information
2164,Make video on end of rana reisem,1,make video end rana reisem
2165,Tapai ko vanne tarika babal cha dai ,1,tapai ko vanne tarika babal cha dai
2166,"Plzz make itt what happen after that 
Plzzz",1,plzz make itt happen plzzz
2167,Next video must about Raj Durwar hatyakanda ?,1,next video must raj durwar hatyakanda
2168,though I like your content and video making style,1,though like content video making style
2169,Amazing,1,amaze
2170,Aba feri naya shashan suru vako cha tyo pani antya hunalai dherai jana sahid hudai chan..,0,aba feri naya shashan suru vako cha tyo pani antya hunalai dherai jana sahid hudai chan
2171,"Hello sir, Ram Bahadur Bomjon ko case ma video banaunu na sir",1,hello sir ram bahadur bomjon ko case video banaunu na sir
2172,great,1,great
2173,Awesome,1,awesome
2174,Bro yespaxi kasari Rana sasan ko antya vayo tesko ni video banau na ,0,bro yespaxi kasari rana sasan ko antya vayo tesko ni video banau na
2175,Wait for next part,1,wait next part
2176,I wanted to know what/how happened next,1,want know whathow happen next
2177,Lakhan Thapa ko barema pani vdo banaunu na.. please,0,lakhan thapa ko barema pani vdo banaunu na please
2178,"Next part .....needed ::
Tri party agreement of delhi.......
And  rise of bp koirala...
Establishment of monarchy ....",0,next part need tri party agreement delhi rise bp koirala establishment monarchy
2179,aba ahile ko sarkar dhalna pani yestai bir haru uthnu parxa. Ra sabai janta ko saath hunu parxa. There should be a big revolution again in this country,0,aba ahile ko sarkar dhalna pani yestai bir haru uthnu parxa ra sabai janta ko saath hunu parxa big revolution country
2180,i  am your fan bro...... please review and guide me with my videos,1,fan bro please review guide video
2181,Aankha bata aasu aayo,0,aankha bata aasu aayo
2182,"Yeti ramro ra dherie information ta Kasai lie tha xaina hola
Good luck",1,yeti ramro ra dherie information ta kasai lie tha xaina hola good luck
2183,Fun Fact: Jay Nepal vanne pailo bekti Sukraraj Sastri Thiye,1,fun fact jay nepal vanne pailo bekti sukraraj sastri thiye
2184,Bro timi yo partma ali fast vako daikheyo yasto mailai first time experience garai timro videoma,1,bro timi yo partma ali fast vako daikheyo yasto mailai first time experience garai timro videoma
2185,What happened after that we are super excited,1,happen super excited
2186,5 more minutes to go. And then... ,1,5 minute go
2187,Best video,1,best video
2188,And today also there are ranas living in Nepal with all powers and class ...how,1,today also ranas live nepal power class
2189,Ramro sir ji,1,ramro sir ji
2190,bad video misinformation I didn't didnt liked it at all. i hate it,0,bad video misinformation did'nt didnt like hate
2191,I am very sad that they had to sacrifice for the country,0,sad sacrifice country
2192,i did not like the way you talk,0,did not like way talk
2193,some of the data are wrong and poorly reserached,0,data wrong poor research
2194,i wasn't happy watching this wasnt was not but i was sad,0,wasn't happy watch wasnt was not sad
2195,The datas are not arent are'nt right.It isnt is'nt is not good.,0,data are not arent are'nt right isnt is'nt is not good
2196,Aba raja lay kasari rana ko birod garay ra india gara k k agreement bhayo tesko baray ma documentary banauna paryo next episode ma,0,aba raja lay kasari rana ko birod garay ra india gara k k agreement bhayo tesko baray documentary banauna paryo next episode
2197,Babbal,1,babbal
2198,It’s Bhoto Jatra not Bhote Jatra sir,1,it s bhoto jatra bhote jatra sir
2199,rana regime destroy kasari vayo twsko ni part chaiyo,0,rana regime destroy kasari vayo twsko ni part chaiyo
2200,Next story sugaulu treaty?,1,next story sugaulu treaty
2201,Bro asti ko hindu vs budhidist bare vedio banaunw sakxauu bhaney bro,1,bro asti ko hindu v budhidist bare vedio banaunw sakxauu bhaney bro
2202,bir sahid amar rahun ,1,bir sahid amar rahun
2203,कोत पर्वको बारेमा पनि video बनाऊनू परेऊ,1,video
2204,How many going to watch this series again,1,many go watch series
2205,What happens after this sir?,1,happens sir
2206,"how did it even start?????
Prithivi Narayan Shah was the king his son and grandson were supposed to in power?? how did Ranas came to power? and I heard there were good things that ranas did for the people too 
there still are too many unknown things",0,even start prithivi narayan shah king son grandson suppose power rana come power heard good thing ranas people still many unknown thing
2207,part 4 haina hola bro part 3 hola,0,part 4 haina hola bro part 3 hola
2208,recap bhanera sano part could be better... to recall pre. Part,0,recap bhanera sano part could better recall pre part
2209,Still need to fight for the system of Nepal its not different than rana regime,1,still need fight system nepal different rana regime
2210,lakhan thapa story now please,1,lakhan thapa story please
2211,The Nepali comment️,1,nepali comment
2212,This shouldn't be the last part..... We want more,1,shouldnt last part want
2213,Freedom isn't free they fought it!,0,freedom isnt free fought
2214,Dai ko tah Social Studies ma A++ aouthiyo jasto xa,1,dai ko tah social study aouthiyo jasto xa
2215,Beat series in yt fr,1,beat series yt fr
2216,want to support you guys please provide any payment method,1,want support guy please provide payment method
2217,"Will you please research about banking business in nepal.
Some people says banks are frauding with us.
We really wants to the truth",0,please research banking business nepal people say bank frauding u really want truth
2218,3 crores hat ko Salam!,1,3 crore hat ko salam
2219,Thanks,1,thanks
2220,Hi brother ! Aaile yo rabi lammichane le bhaneko 12 bhai patrakar haru ko detail ma video banaunuss  na,1,hi brother aaile yo rabi lammichane le bhaneko 12 bhai patrakar haru ko detail video banaunuss na
2221,Part 3 bhetina maile,0,part 3 bhetina maile
2222,Rana regime kasari end vo banaunu paryo,1,rana regime kasari end vo banaunu paryo
2223,Hajur le Kun Kun book bata yesko inspiration paunu vako ho vanidinu na.,1,hajur le kun kun book bata yesko inspiration paunu vako ho vanidinu na
2224,MCC KO BAREMA ALLI RESEARCH GARERA HALNUS NA HAI,0,mcc ko barema alli research garera halnus na hai
2225,Aba rabi dai ko struggle r aaile vaira ko barema video banaunus na,0,aba rabi dai ko struggle r aaile vaira ko barema video banaunus na
2226,Aba rabi dai ko struggle r aaile vaira ko barema video banaunus na,0,aba rabi dai ko struggle r aaile vaira ko barema video banaunus na
2227,Nepal ko history ko barema thaha paiyo,1,nepal ko history ko barema thaha paiyo
2228,1:39 biska jatra ho slight mistake ani it is bhoto jatra take it positively,1,139 biska jatra ho slight mistake ani bhoto jatra take positively
2229,Magh 16 gatey is my birthday ...that i always feel bad,0,magh 16 gatey birthday always feel bad
2230,Good,1,good
2231,If information was that much controlled by them k aiile aso aaile ni vairaxa they are distracting us,0,information much control k aiile aso aaile ni vairaxa distract u
2232,Waiting,1,wait
2233,Tespaxi congress communists haru le k k garey tesko pani part banaunu na  ...please,1,tespaxi congress communists haru le k k garey tesko pani part banaunu na please
2234,Next part,1,next part
2235,Waiting for resham chaudhary kanda',1,wait resham chaudhary kanda
2236,yesma movie banaunu parxa,1,yesma movie banaunu parxa
2237,What a video,1,video
2238,Yo desh ko lagi uni haru mareka thiye... tyo aat lai samman !!!,1,yo desh ko lagi uni haru mareka thiye tyo aat lai samman
2239,depressing as hell,0,depress hell
2240,part 3 khoi,1,part 3 khoi
2241,khatra!,1,khatra
2242,Bro but Britishers left india in 1947,1,bro britisher leave india 1947
2243,Do a series on why King Mahendra scrapped Democracy in Nepal,1,series king mahendra scrap democracy nepal
2244,The faught but not for this situation they wanted nepal to suceed,1,faught situation want nepal suceed
2245,ganga lal shrestha ek wudharan ho young blood ko,1,ganga lal shrestha ek wudharan ho young blood ko
2246,Sahid ko ragat ani tyag ko faida vaneko bhrastacari ko lagi matra vayo janta ahile pani ustai pida ani avab ma chan,0,sahid ko ragat ani tyag ko faida vaneko bhrastacari ko lagi matra vayo janta ahile pani ustai pida ani avab chan
2247,dai yestai video aaruni banauna paro,1,dai yestai video aaruni banauna paro
2248,Want to know more about sudhir Basnet,1,want know sudhir basnet
2249,12:43 ,1,1243
2250,Nepal Bank  lee kahile dekhii loan dilaa  sir video   Banaunun,0,nepal bank lee kahile dekhii loan dilaa sir video banaunun
2251,hola part part banau nu sajilo hola tara channle ma vaya ko ramro tah akai ma gasara launu ne sjilo heerna lai nee aba secomd chapter kahely 3 kahaelya anime jaso xai garum,0,hola part part banau nu sajilo hola tara channle vaya ko ramro tah akai gasara launu ne sjilo heerna lai nee aba secomd chapter kahely 3 kahaelya anime jaso xai garum
2252,But I didnt found lakhan thapa un this story?,0,didnt find lakhan thapa un story
2253,please correct the thumbnail. 4 martyrs of Nepal but you are also in the middle. this looks very weird,0,please correct thumbnail 4 martyr nepal also middle look weird
2254,Paxi paxi kasari Rana sasan sakiyo Tiyo pani vanu hola,0,paxi paxi kasari rana sasan sakiyo tiyo pani vanu hola
2255,"Nepal ko asto company jun ahile share market ma ghata vairako xa jun paxi ramro pani huna sakxa 
Teslai ligera auta video banauna na .",1,nepal ko asto company jun ahile share market ghata vairako xa jun paxi ramro pani huna sakxa teslai ligera auta video banauna na
2256,अझै  Detials भेटिन मैले,1,detials
2257,Nabujekooo kuro Dashrath chand Nepali ki Indian ho ?? Ani Indian vakooo vaye kina Nepal ko rana ko birodh garekooo any answer ..???,0,nabujekooo kuro dashrath chand nepali ki indian ho ani indian vakooo vaye kina nepal ko rana ko birodh garekooo answer
2258,Part 4,1,part 4
2259,0:36 ,1,036
2260,Gazzab video,1,gazzab video
2261,Sukraraj le chai kasto contribution deko raixa??,0,sukraraj le chai kasto contribution deko raixa
2262,1997???? Judda samsher le bolayo re.... 1952 ma mareko manxey le kasari bolayo,0,1997 judda samsher le bolayo 1952 mareko manxey le kasari bolayo
2263,The Nepali Comment supremacy ️,1,nepali comment supremacy
2264,Part 4 ️,1,part 4
2265,Jpt date vanyo timle.... Date Lai ramrosanga research garera matra vdo banau soltiii,0,jpt date vanyo timle date lai ramrosanga research garera matra vdo banau soltiii
2266,"Nepali story writer haru le yesto story cover garnu, jpt tori story lekchan!",0,nepali story writer haru le yesto story cover garnu jpt tori story lekchan
2267,Ani dai rana sasan ko antya kasri vako tyo pani garnu hai,0,ani dai rana sasan ko antya kasri vako tyo pani garnu hai
2268,They did Dharma Bhakta Mathema dirty.,0,dharma bhakta mathema dirty
2269,Thumbnail ma afulai rakna jaruri theo ra?,0,thumbnail afulai rakna jaruri theo ra
2270,Shahid amar rahun,1,shahid amar rahun
2271,Yesto desh bhakti aba kaha?,0,yesto desh bhakti aba kaha
2272,ko sahid  lai kun thau maa fasi diyo ra mariyo vanera ni vaneko vaye ajha ramro hunthiyo ni,0,ko sahid lai kun thau maa fasi diyo ra mariyo vanera ni vaneko vaye ajha ramro hunthiyo ni
2273,Malai yo date chai chitta bujena hai.. Ali,0,malai yo date chai chitta bujena hai ali
2274,Dharma bhakta le rana lai thukeko story ne cha,0,dharma bhakta le rana lai thukeko story ne cha
2275,Bhimsen thapa ko pani ?,1,bhimsen thapa ko pani
2276,18* below viewers excreted,1,18 viewer excrete
2277,Jaya sahid,1,jaya sahid
2278,Bir Sahid Amar Rahun,1,bir sahid amar rahun
2279,Tyo bir yoddha haru ko samjhana ma ...,1,tyo bir yoddha haru ko samjhana
2280,Yespachi K vayo,1,yespachi k vayo
2281,Seriously? Thumbnail photo is prank. . At lease your photo in grayscale must not include with martyrs.,1,seriously thumbnail photo prank lease photo grayscale must include martyr
2282,King mahendra jindabad,1,king mahendra jindabad
2283,Khe hoina yo bahunharu chal ho satta pauna tyatikhera dhekhi caal raixa aile bujda sahaidharu sabai kharej garnu parxa,0,khe hoina yo bahunharu chal ho satta pauna tyatikhera dhekhi caal raixa aile bujda sahaidharu sabai kharej garnu parxa
2284,Bhoto jatra**,1,bhoto jatra
2285,Sutni vnyaa hoinwa,0,sutni vnyaa hoinwa
2286,Your picture in the thumbnail was not necessary.,0,picture thumbnail necessary
2287,Search ex-muslim on YouTube.,0,search exmuslim youtube
2288,I really don't like your thumbnail. It's ridiculous that Mauritius are side and you are at center.I'm not extreme nationalist but I really don't like it.,0,really dont like thumbnail ridiculous mauritius side centerim extreme nationalist really dont like
2289,Bir sahid lal salam,1,bir sahid lal salam
2290,Yosh,0,yosh
2291,Rajtantra jindabad,0,rajtantra jindabad
2292,"What I'm going to say is that I never imagined myself as a member of the nation's finest team. We were already late when we began researching our four Martyrs. Because I was sick in the midst, I had to take a little more time to research. However, it put a lot of strain on the other members. They didn't sleep at night and didn't even talk with anyone.  We used to publish four videos per month, but this week we published three. The last segment that we posted today was practically sure to be unavailable today. We had almost given up hope. However, a miracle occurred. Normally, the render takes 90-120 minutes, however today it took only 45 minutes. I'd want to salute my team for their effort. I'm hoping for public support because the team has worked hard on this.",0,im go say never imagine member nation finest team already late begin research four martyr sick midst take little time research however put lot strain member didnt sleep night didnt even talk anyone use publish four video per month week publish three last segment post today practically sure unavailable today almost give hope however miracle occur normally render take 90120 minute however today take 45 minute id want team effort im hop public
2293,Please continue this series. What happened after that? How did rana collapse. We love this series. Please continue this.,1,please continue series happen rana collapse love series please continue
2294,"Would love to see more of our history's video, brother! I hugely respect you and your team's  effort for making such an interesting and informed videos on our great martyrs ",1,would love see historys video brother hugely respect team effort make interesting informed video great martyr
2295,They will never be forgotten. Salute to our martyrs.,1,never forget salute martyr
2296,"The level of editing , animation , voice, research everything is perfect outstanding. Thanks to whole team and Huge respect to our martrys.......LIVE LONG NEPAL",1,level edit animation voice research everything perfect outstanding thanks whole team huge respect martryslive long nepal
2297,Never felt goosebumps while watching YouTube videos before now,1,never felt goosebump watch youtube video
2298,"Heartfelt apologies to all the Martyrs. 
And kudos to the team for great research.",0,heartfelt apology martyr kudos team research
2299,"It's Sad and also shameful at the same time, Our Ancestors fought for the nation without caring about their lives but we here are busy talking shits, seeking excuses, seeking personal benefits. We all Nepalese owe them a beautiful nation which they had dreamed of 
Jay Nepal 🇳🇵",0,sad also shameful time ancestor fought nation without care life busy talk shit seek excuse seek personal benefit nepalese owe beautiful nation dream jay nepal
2300,Such a brave story of Martyrs....forever heroes of Nepal,1,brave story martyrsforever hero nepal
